publication_title,pdf_title,pdf_url,publication_url,publication_type,date
Could Land-Based Financing Help Create Fiscal Space for Investment by Brazil’s Municipalities?,Download PDF,https://go.lincolninst.edu/vetter_wp11dv1.pdf,https://www.lincolninst.edu/publications/working-papers/could-land-based-financing-help-create-fiscal-space-investment-brazils/,Working Papers,"October 2016, English"
Buy-In for Buyouts,Download PDF,https://go.lincolninst.edu/l/153411/2022-11-02/pqbzbb/153411/1667416354j9jnMmBg/buy_in_for_buyouts_full.pdf,https://www.lincolninst.edu/publications/policy-focus-reports/buy-in-for-buyouts/,Policy Focus Reports,"September 2016, English"
Regional Governance and Institutional Collective Action for Environmental Sustainability in China,Download PDF,https://go.lincolninst.edu/feiock_wp16rf1.pdf,https://www.lincolninst.edu/publications/working-papers/regional-governance-institutional-collective-action-environmental/,Working Papers,"September 2016, English"
Mensaje del presidente,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/mensaje-del-presidente-lla160701sp.pdf,https://www.lincolninst.edu/publications/articles/mensaje-del-presidente-0/,Articles,
Financiamiento municipal,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/financiamiento-municipal-lla160703sp_0.pdf,https://www.lincolninst.edu/publications/articles/financiamiento-municipal/,Articles,
Tecnociudad,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/tecno-ciudad-lla160704sp.pdf,https://www.lincolninst.edu/publications/articles/tecnociudad-1/,Articles,
Relleno sensible,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/relleno-sensible-lla160705sp.pdf,https://www.lincolninst.edu/publications/articles/relleno-sensible/,Articles,
Adopción de programas de compra,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/adopcion-de-programas-de-compra-lla160706sp_0.pdf,https://www.lincolninst.edu/publications/articles/adopcion-programas-compra/,Articles,
Nuevo Informe sobre Enfoque en Políticas de Suelo del Instituto Lincoln,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/nuevo-catastrofes-lla160707sp_0.pdf,https://www.lincolninst.edu/publications/articles/nuevo-informe-sobre-enfoque-en-politicas-suelo-del-instituto-lincoln-1/,Articles,
Nuevo informe del Instituto Lincoln,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/nuevo-impuesto-propiedad-50-estados-lla160708sp.pdf,https://www.lincolninst.edu/publications/articles/nuevo-informe-del-instituto-lincoln/,Articles,
Gentle Infill,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/gentle-infill-0716ll.pdf,https://www.lincolninst.edu/publications/articles/gentle-infill/,Articles,
Buy-In for Buyouts,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/buy-in-for-buyouts-0716ll.pdf,https://www.lincolninst.edu/publications/articles/buy-buyouts/,Articles,
Message from the President,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/president-message-0716ll.pdf,https://www.lincolninst.edu/publications/articles/message-president-2/,Articles,
City Tech,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/city-tech-0716ll.pdf,https://www.lincolninst.edu/publications/articles/city-tech-0/,Articles,
Muni Finance,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/munifinance-0716ll.pdf,https://www.lincolninst.edu/publications/articles/muni-finance-0/,Articles,
Nonprofit PILOTs (Payments in Lieu of Taxes),Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/nonprofit-pilots-policy-brief-v2_0.pdf,https://www.lincolninst.edu/publications/articles/nonprofit-pilots-payments-lieu-taxes/,Articles,
New Lincoln Institute Policy Focus Report,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/announce-after-great-disasters-0716ll.pdf,https://www.lincolninst.edu/publications/articles/new-lincoln-institute-policy-focus-report-0/,Articles,
New Lincoln Institute Report,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/announce-50-state-property-tax-comparison-0716ll.pdf,https://www.lincolninst.edu/publications/articles/new-lincoln-institute-report/,Articles,
Land LinesJuly 2016,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/land-lines-july-2016-full.pdf,https://www.lincolninst.edu/publications/issues/land-lines-july-2016/,Issues,July 2016
After Great Disasters,Download PDF,https://go.lincolninst.edu/l/153411/2022-11-02/pqbzbm/153411/1667416644dAYHJ54E/after_great_disasters_full_0.pdf,https://www.lincolninst.edu/publications/policy-focus-reports/after-great-disasters/,Policy Focus Reports,"July 2016, English"
Mortgage Enforcement and Public Regulatory Actions in China in Selected Chinese Cities,Download PDF,https://go.lincolninst.edu/shi_wp16xs1.pdf,https://www.lincolninst.edu/publications/working-papers/mortgage-enforcement-public-regulatory-actions-in-china-in-selected/,Working Papers,"July 2016, English"
Leadership of Land Trusts,Download PDF,https://go.lincolninst.edu/hocker_wp16jh1.pdf,https://www.lincolninst.edu/publications/working-papers/leadership-land-trusts/,Working Papers,"July 2016, English"
Zoning for Affordability,Download PDF,https://go.lincolninst.edu/chau_wp16vc1.pdf,https://www.lincolninst.edu/publications/working-papers/zoning-affordability/,Working Papers,"June 2016, English"
Real Estate Development and Financial Crises,Download PDF,https://go.lincolninst.edu/zhao_wp16sz1.pdf,https://www.lincolninst.edu/publications/working-papers/real-estate-development-financial-crises/,Working Papers,"June 2016, English"
The Political Economy of Voter Support for School Property Taxation,Download PDF,https://go.lincolninst.edu/amiel_wp16la1.pdf,https://www.lincolninst.edu/publications/working-papers/political-economy-voter-support-school-property-taxation/,Working Papers,"June 2016, English"
Making Land Legible,Download PDF,https://go.lincolninst.edu/l/153411/2022-11-02/pqbyzf/153411/1667402408Fjm10JZH/making_land_legible_full_0.pdf,https://www.lincolninst.edu/publications/policy-focus-reports/making-land-legible/,Policy Focus Reports,"June 2016, English"
50-State Property Tax Comparison Study,Download PDF,https://www.lincolninst.edu/sites/default/files/pubfiles/50-state-property-tax-study-2016-full.pdf,https://www.lincolninst.edu/publications/other/50-state-property-tax-comparison-study-2015/,Other,"June 2016, English"
Bubble Economics,Download PDF,https://go.lincolninst.edu/michael_wp16bm1.pdf,https://www.lincolninst.edu/publications/working-papers/bubble-economics/,Working Papers,"May 2016, English"
The Segmentation of Urban Housing and Labor Markets in China,Download PDF,https://go.lincolninst.edu/liu_wp16cl1.pdf,https://www.lincolninst.edu/publications/working-papers/segmentation-urban-housing-labor-markets-in-china/,Working Papers,"May 2016, English"
Mensaje del presidente,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/Mensaje_del_presidente_0416LLSP.pdf,https://www.lincolninst.edu/publications/articles/mensaje-del-presidente/,Articles,
Message from the President,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/Message_from_the_President_0416LL.pdf,https://www.lincolninst.edu/publications/articles/message-president-1/,Articles,
Tecnociudad,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/Techno_ciudad_0416LLSP.pdf,https://www.lincolninst.edu/publications/articles/tecnociudad/,Articles,
City Tech,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/City_Tech_0416LL.pdf,https://www.lincolninst.edu/publications/articles/city-tech/,Articles,
Medida drástica,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/Medida_drastica_0416LLSP.pdf,https://www.lincolninst.edu/publications/articles/medida-drastica/,Articles,
Drastic Measure,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/Drastic_Measure_0416LL.pdf,https://www.lincolninst.edu/publications/articles/drastic-measure/,Articles,
La aceptación de la incertidumbre,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/La_aceptacion_de_0416LLSP.pdf,https://www.lincolninst.edu/publications/articles/la-aceptacion-la-incertidumbre/,Articles,
Embracing Uncertainty,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/Embracing_Uncertainty_0416LL.pdf,https://www.lincolninst.edu/publications/articles/embracing-uncertainty/,Articles,
Perfil académico,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/Perfil_academico_Johnson_Olshansky_0416LLSP.pdf,https://www.lincolninst.edu/publications/articles/perfil-academico/,Articles,
Faculty Profile,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/Faculy_Profile_Johnson_and_Olshansky_0416LL.pdf,https://www.lincolninst.edu/publications/articles/faculty-profile/,Articles,
Nuevo libro del Instituto Lincoln,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/Nuevo_Un_buen_impuesto_0416LLSP.pdf,https://www.lincolninst.edu/publications/articles/nuevo-libro-del-instituto-lincoln/,Articles,
New Lincoln Institute Book,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/Announce_A_Good_Tax_0416LL_0.pdf,https://www.lincolninst.edu/publications/articles/new-lincoln-institute-book/,Articles,
Nuevo Informe sobre Enfoque en Políticas de Suelo del Instituto Lincoln,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/Nuevo_Catastros_0416LLSP.pdf,https://www.lincolninst.edu/publications/articles/nuevo-informe-sobre-enfoque-en-politicas-suelo-del-instituto-lincoln/,Articles,
New Lincoln Institute Policy Focus Report,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/Announce_Making_Land_Legible_0416LL.pdf,https://www.lincolninst.edu/publications/articles/new-lincoln-institute-policy-focus-report/,Articles,
Joan Elise Rechtin Lincoln,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/Joan_Elise_Rechtin_Lincoln_0416LLSP.pdf,https://www.lincolninst.edu/publications/articles/joan-elise-rechtin-lincoln/,Articles,
Joan Elise Rechtin Lincoln,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/Joan_Elise_Rechtin_Lincoln_0416LL.pdf,https://www.lincolninst.edu/publications/articles/joan-elise-rechtin-lincoln-0/,Articles,
Land LinesApril 2016,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/land-lines-april-2016-full.pdf,https://www.lincolninst.edu/publications/issues/land-lines-april-2016/,Issues,April 2016
A Good Tax,Download PDF,https://go.lincolninst.edu/AGoodTax,https://www.lincolninst.edu/publications/books/good-tax/,Books,"March 2016, English"
Further Empirical Evidence on Property Taxation and the Occurrence of Urban Sprawl,Download PDF,https://go.lincolninst.edu/wassmer_wp16rw1.pdf,https://www.lincolninst.edu/publications/working-papers/further-empirical-evidence-property-taxation-occurrence-urban-sprawl/,Working Papers,"March 2016, English"
Priceless,Download PDF,https://go.lincolninst.edu/mahoney_wp16mm1.pdf,https://www.lincolninst.edu/publications/working-papers/priceless/,Working Papers,"March 2016, English"
School Finance and Property Taxes,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/School_Finance_and_Property_Taxes_w16LL-v2.pdf,https://www.lincolninst.edu/publications/articles/school-finance-property-taxes/,Articles,
City Tech,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/city_tech_w16ll.pdf,https://www.lincolninst.edu/publications/articles/city-tech-1/,Articles,
Nature and Cities,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/nature_and_cities_w16ll.pdf,https://www.lincolninst.edu/publications/articles/nature-cities/,Articles,
Message from the President,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/message_from_the_president_w16ll.pdf,https://www.lincolninst.edu/publications/articles/message-president-3/,Articles,
La naturaleza y las ciudades,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/3640_2987_la_naturaleza_y_las_ciudades_w16llsp.pdf,https://www.lincolninst.edu/publications/articles/la-naturaleza-las-ciudades/,Articles,
Nuevo informe sobre enfoque en políticas de suelo,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/3642_2989_Nuevo_Estimacion_del_indice_w16LLSP.pdf,https://www.lincolninst.edu/publications/articles/nuevo-informe-sobre-enfoque-en-politicas-suelo-0/,Articles,
New Lincoln Institute Policy Focus Report,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/3626_2975_Announce_Detroit_and_the_Property_Tax_w16LL.pdf,https://www.lincolninst.edu/publications/articles/new-lincoln-institute-policy-focus-report-5/,Articles,
Nuevo informe sobre enfoque en políticas de suelo,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/3643_2990_Nuevo_Detroit_y_el_impuesto_w16LLSP.pdf,https://www.lincolninst.edu/publications/articles/nuevo-informe-sobre-enfoque-en-politicas-suelo-1/,Articles,
New Lincoln Institute Policy Focus Report,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/3627_2976_Announce_Use_Value_Assessment_w16LL.pdf,https://www.lincolninst.edu/publications/articles/new-lincoln-institute-policy-focus-report-6/,Articles,
Nuevo libro del Instituto Lincoln,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/3644_2991_Nuevo_El_suelo_y_la_ciudad_w16LLSP.pdf,https://www.lincolninst.edu/publications/articles/nuevo-libro-del-instituto-lincoln-2/,Articles,
New Lincoln Institute Book,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/3628_2977_Announce_Land_and_the_City_w16LL.pdf,https://www.lincolninst.edu/publications/articles/new-lincoln-institute-book-2/,Articles,
Mensaje del presidente,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/3638_2985_Mensaje_del_presidente_w16LLSP.pdf,https://www.lincolninst.edu/publications/articles/mensaje-del-presidente-7/,Articles,
Tecnociudad,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/3639_2986_Techno_ciudad_w16LLSP.pdf,https://www.lincolninst.edu/publications/articles/tecnociudad-5/,Articles,
Financiamiento escolar e impuesto sobre la propiedad,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/3641_2988_Financiamiento_escolar_w16LLSP.pdf,https://www.lincolninst.edu/publications/articles/financiamiento-escolar-e-impuesto-sobre-la-propiedad/,Articles,
Land LinesFebruary 2016,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/land-lines-winter-2016-full.pdf,https://www.lincolninst.edu/publications/issues/land-lines-winter-2016/,Issues,February 2016
Land and the City,Download PDF,https://go.lincolninst.edu/land-and-the-city-full_0.pdf,https://www.lincolninst.edu/publications/books/land-city/,Books,"January 2016, English"
State and Local Ad Valorem Taxation of Mineral Interests,Download PDF,https://go.lincolninst.edu/Kent_WP15CK1.pdf,https://www.lincolninst.edu/publications/working-papers/state-local-ad-valorem-taxation-mineral-interests/,Working Papers,"January 2016, English"
Do Inclusionary Housing Policies Promote Housing Affordability?,Download PDF,https://go.lincolninst.edu/hollingshead_wp15ah1.pdf,https://www.lincolninst.edu/publications/working-papers/do-inclusionary-housing-policies-promote-housing-affordability/,Working Papers,"December 2015, English"
Integrating Exploratory Scenario Planning into a Municipal General Plan Update,Download PDF,https://go.lincolninst.edu/marlow_wp15jm1.pdf,https://www.lincolninst.edu/publications/working-papers/integrating-exploratory-scenario-planning-municipal-general-plan-update/,Working Papers,"December 2015, English"
